0.00000,3.037E9
120.0E-3,2.972E9
240.0E-3,2.858E9
360.0E-3,2.741E9
480.0E-3,2.623E9
600.0E-3,2.497E9
720.0E-3,2.373E9
840.0E-3,2.265E9
960.0E-3,2.181E9
1.080,2.128E9
1.200,2.1E9

